;apir_codes;asset_class;aum_comp;aum_share;base_currency;bloomberg_codes;codes;compart_id;currency;default_fundshare_id;default_share_code;default_share_isin_code;default_share_name;eng_asset_class;factsheet;has_docs;isin_codes;main_codes;management_company;moodys_timed;morning_star;morning_star_timed;name;nav;nav_euro;region;showcases;srri_risk;sub_asset_class;timed_performances;apir;bloomberg;isin;url
20;[None, None, None];Actions;{u'date': u'2017-03-13', u'value': 265993329.92};{u'date': u'2017-03-13', u'value': 46224177.26};Euro;[BNPPMEP FP, CAMMICO FP, CAMMCPO FP];{u'isin': u'FR0011693100', u'bloomberg': u'BNPPMEP FP', u'apir': None};6395;Euro;15195;{u'type': u'isin', u'value': u'FR0011693100'};FR0011693100;BNP PARIBAS ACTIONS PME [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/70f0254e-4173-4210-9321-e107090f76f5/512', u'extension': u'pdf'};[DOC_FLYER-BPF, DOC_FLYERP, DOC_FP, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0011693100, FR0011628288, FR0011011261];[FR0011693100, FR0011628288, FR0011011261];CAMGESTION;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS ACTIONS PME;{u'date': u'2017-03-13', u'value': 128.85};{u'date': u'2017-03-13', u'value': 128.85};Europe;[];5;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 23.8076545633}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 8.1047067707}, u'performance_5y': {u'date': u'2017-02-28', u'value': 87.9173517406}, u'performance_3y': {u'date': u'2017-02-28', u'value': 25.8579409417}};;BNPPMEP FP;FR0011693100;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-actions-pme-classic-c-fr0011693100
21;[None];Actions;{u'date': u'2017-03-13', u'value': 237291691.79};{u'date': u'2017-03-13', u'value': 237291691.79};Euro;[BNPAADN FP];{u'isin': u'FR0010028779', u'bloomberg': u'BNPAADN FP', u'apir': None};1701;Euro;4543;{u'type': u'isin', u'value': u'FR0010028779'};FR0010028779;BNP PARIBAS ACTIONS USA [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/04eb543d-5480-4405-b086-19d9740677fe/512', u'extension': u'pdf'};[DOC_FLYERP, DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0010028779];[FR0010028779];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS ACTIONS USA;{u'date': u'2017-03-13', u'value': 227.13};{u'date': u'2017-03-13', u'value': 227.13};Amérique du Nord;[];5;Actions américaines;{u'performance_1y': {u'date': u'2017-02-28', u'value': 24.6130968772}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 6.72399210601}, u'performance_5y': {u'date': u'2017-02-28', u'value': 120.225812731}, u'performance_3y': {u'date': u'2017-02-28', u'value': 71.136827774}};;BNPAADN FP;FR0010028779;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-americaines/bnp-paribas-actions-usa-classic-c-fr0010028779
22;[None, None];Produits de taux;{u'date': u'2016-12-04', u'value': 190101849.79};{u'date': u'2016-12-04', u'value': 0};Euro;[None, BNPTFKN FP];{u'isin': u'FR0011617729', u'bloomberg': None, u'apir': None};15854;Euro;15875;{u'type': u'isin', u'value': u'FR0011617729'};FR0011617729;BNP PARIBAS ADVANCED TREASURY [CLASSIC, C];Fixed Income;;[DOC_FP, DOC_REPA, DOC_REPS, DOC_KIID];[FR0011617729, FR0011617737];[FR0011617729, FR0011617737];THEAM;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS ADVANCED TREASURY;{u'date': u'2016-12-04', u'value': 0};{u'date': u'2016-12-04', u'value': 0};Europe;[];1;Obligations européennes;;;;FR0011617729;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-europeennes/bnp-paribas-advanced-treasury-classic-c-fr0011617729
23;[None];Investissements alternatifs & Autres;{u'date': u'2017-01-31', u'value': 15597193.58};{u'date': u'2017-01-31', u'value': 524907.81};Euro;[BNPKSAP FP];{u'isin': u'FR0010417857', u'bloomberg': u'BNPKSAP FP', u'apir': None};1655;Euro;4439;{u'type': u'isin', u'value': u'FR0010417857'};FR0010417857;BNP PARIBAS ALTERNATIF [P, C];Alternatives & Other;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/95b2614f-0a53-4cff-9be1-f0e793bc1647/512', u'extension': u'pdf'};[DOC_FP, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[FR0010417857];[FR0010417857];BNP PARIBAS CAPITAL PARTNERS;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS ALTERNATIF;{u'date': u'2017-01-31', u'value': 11848.93};{u'date': u'2017-01-31', u'value': 11848.93};Monde;[];4;Hedge Fund;{u'performance_1y': {u'date': u'2016-12-30', u'value': -0.987712980418}, u'performance_ytd': {u'date': u'2017-01-31', u'value': 2.26761146882}, u'performance_5y': {u'date': u'2016-12-30', u'value': 13.5816217795}, u'performance_3y': {u'date': u'2016-12-30', u'value': 5.75634654915}};;BNPKSAP FP;FR0010417857;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/hedge-fund/bnp-paribas-alternatif-p-c-fr0010417857
24;[None];Actions;{u'date': u'2017-03-13', u'value': 1640019768.51};{u'date': u'2017-03-13', u'value': 995772195.23};Euro;[BNPAQUP FP];{u'isin': u'FR0010668145', u'bloomberg': u'BNPAQUP FP', u'apir': None};1341;Euro;3529;{u'type': u'isin', u'value': u'FR0010668145'};FR0010668145;BNP PARIBAS AQUA [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/0160f93c-2650-4aaa-bd0c-9053c412a95e/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYER-BPF, DOC_FLYERP, DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_TRANSPARENCY, DOC_XFR, DOC_FACTSHEET, DOC_KIID];[FR0010668145];[FR0010668145];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};BNP PARIBAS AQUA;{u'date': u'2017-03-13', u'value': 336.7};{u'date': u'2017-03-13', u'value': 336.7};Monde;[ISR];5;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 23.2289829512}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 5.14646180751}, u'performance_5y': {u'date': u'2017-02-28', u'value': 100.370414625}, u'performance_3y': {u'date': u'2017-02-28', u'value': 46.9997808459}};;BNPAQUP FP;FR0010668145;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/bnp-paribas-aqua-classic-c-fr0010668145
25;[None];Diversifié;{u'date': u'2017-03-10', u'value': 87312603.33};{u'date': u'2017-03-10', u'value': 56956821.31};Euro;[EGU2190 BB];{u'isin': u'BE0146933750', u'bloomberg': u'EGU2190 BB', u'apir': None};750;Euro;3013;{u'type': u'isin', u'value': u'BE0146933750'};BE0146933750;BNP PARIBAS B STRATEGY GLOBAL CONSERVATIVE [CLASSIC, D];Balanced;;[DOC_FP, DOC_KIID];[BE0146933750];[BE0146933750];BNP PARIBAS INVESTMENT PARTNERS BELGIUM SA;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};BNP PARIBAS B STRATEGY GLOBAL CONSERVATIVE;{u'date': u'2017-03-10', u'value': 57.63};{u'date': u'2017-03-10', u'value': 57.63};Monde;[];3;Diversifié Monde;{u'performance_1y': {u'date': u'2017-02-28', u'value': 2.1776340814}, u'performance_ytd': {u'date': u'2017-03-10', u'value': -0.657465261587}, u'performance_5y': {u'date': u'2017-02-28', u'value': 7.73009825546}, u'performance_3y': {u'date': u'2017-02-28', u'value': 3.00532042372}};;EGU2190 BB;BE0146933750;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/diversifie-monde/bnp-paribas-b-strategy-global-conservative-classic-d-be0146933750
26;[None, None];Diversifié;{u'date': u'2017-03-10', u'value': 703186704.65};{u'date': u'2017-03-10', u'value': 252047496.36};Euro;[ENU2192 BB, EGN2191 BB];{u'isin': u'BE0146934766', u'bloomberg': u'EGN2191 BB', u'apir': None};1273;Euro;1774;{u'type': u'isin', u'value': u'BE0146934766'};BE0146934766;BNP PARIBAS B STRATEGY GLOBAL DEFENSIVE [CLASSIC, C];Balanced;;[DOC_FP, DOC_KIID];[BE0146935771, BE0146934766];[BE0146935771, BE0146934766];BNP PARIBAS INVESTMENT PARTNERS BELGIUM SA;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};BNP PARIBAS B STRATEGY GLOBAL DEFENSIVE;{u'date': u'2017-03-10', u'value': 265.72};{u'date': u'2017-03-10', u'value': 265.72};Monde;[];4;Diversifié Monde;{u'performance_1y': {u'date': u'2017-02-28', u'value': 5.83339938179}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 0.873130362159}, u'performance_5y': {u'date': u'2017-02-28', u'value': 5.71609532104}, u'performance_3y': {u'date': u'2017-02-28', u'value': 2.94106309987}};;EGN2191 BB;BE0146934766;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/diversifie-monde/bnp-paribas-b-strategy-global-defensive-classic-c-be0146934766
27;[None];Diversifié;{u'date': u'2017-03-10', u'value': 193078056.79};{u'date': u'2017-03-10', u'value': 82140787.04};Euro;[FORTGLB BB];{u'isin': u'BE0163305544', u'bloomberg': u'FORTGLB BB', u'apir': None};1272;Euro;1773;{u'type': u'isin', u'value': u'BE0163305544'};BE0163305544;BNP PARIBAS B STRATEGY GLOBAL DYNAMIC [CLASSIC, D];Balanced;;[DOC_FP, DOC_KIID];[BE0163305544];[BE0163305544];BNP PARIBAS INVESTMENT PARTNERS BELGIUM SA;{u'date': None, u'value': None};1;{u'date': u'2017-03-08', u'value': u'1'};BNP PARIBAS B STRATEGY GLOBAL DYNAMIC;{u'date': u'2017-03-10', u'value': 127.18};{u'date': u'2017-03-10', u'value': 127.18};Monde;[];5;Diversifié Monde;{u'performance_1y': {u'date': u'2017-02-28', u'value': 12.0782794822}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 3.55733082707}, u'performance_5y': {u'date': u'2017-02-28', u'value': 12.5831882871}, u'performance_3y': {u'date': u'2017-02-28', u'value': 5.43170813558}};;FORTGLB BB;BE0163305544;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/diversifie-monde/bnp-paribas-b-strategy-global-dynamic-classic-d-be0163305544
28;[None];Diversifié;{u'date': u'2017-03-10', u'value': 469309561.15};{u'date': u'2017-03-10', u'value': 174866261.45};Euro;[EDU2194 BB];{u'isin': u'BE0146937793', u'bloomberg': u'EDU2194 BB', u'apir': None};923;Euro;2587;{u'type': u'isin', u'value': u'BE0146937793'};BE0146937793;BNP PARIBAS B STRATEGY GLOBAL NEUTRAL [CLASSIC, D];Balanced;;[DOC_FP, DOC_KIID];[BE0146937793];[BE0146937793];BNP PARIBAS INVESTMENT PARTNERS BELGIUM SA;{u'date': None, u'value': None};1;{u'date': u'2017-03-08', u'value': u'1'};BNP PARIBAS B STRATEGY GLOBAL NEUTRAL;{u'date': u'2017-03-10', u'value': 72.31};{u'date': u'2017-03-10', u'value': 72.31};Monde;[];4;Diversifié Monde;{u'performance_1y': {u'date': u'2017-02-28', u'value': 9.44593700113}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 2.46981138959}, u'performance_5y': {u'date': u'2017-02-28', u'value': 8.2072602687}, u'performance_3y': {u'date': u'2017-02-28', u'value': 4.1768586465}};;EDU2194 BB;BE0146937793;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/diversifie-monde/bnp-paribas-b-strategy-global-neutral-classic-d-be0146937793
29;[None];Actions;{u'date': u'2017-03-13', u'value': 127630942.37};{u'date': u'2017-03-13', u'value': 127630942.37};Euro;[BPBSELC FP];{u'isin': u'FR0011333780', u'bloomberg': u'BPBSELC FP', u'apir': None};11395;Euro;11396;{u'type': u'isin', u'value': u'FR0011333780'};FR0011333780;BNP PARIBAS BEST SELECTION EURO [CLASSIC, H];Equity;;[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0011333780];[FR0011333780];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS BEST SELECTION EURO;{u'date': u'2017-03-13', u'value': 141.24};{u'date': u'2017-03-13', u'value': 141.24};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 13.3817341803}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 3.88349514563}, u'performance_3y': {u'date': u'2017-02-28', u'value': 13.5785123967}};;BPBSELC FP;FR0011333780;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-best-selection-euro-classic-h-fr0011333780
30;[None];Marché monétaire;{u'date': u'2017-03-14', u'value': 9118091140.35};{u'date': u'2017-03-14', u'value': 1690663140.06};Euro;[BNPCVST FP];{u'isin': u'FR0007496047', u'bloomberg': u'BNPCVST FP', u'apir': None};1695;Euro;4512;{u'type': u'isin', u'value': u'FR0007496047'};FR0007496047;BNP PARIBAS CASH INVEST [CLASSIC, C];Money Market;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/96e2aa1f-6f33-46c7-9d7b-0b2e0d2cc248/512', u'extension': u'pdf'};[DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0007496047];[FR0007496047];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS CASH INVEST;{u'date': u'2017-03-14', u'value': 2299.0039};{u'date': u'2017-03-14', u'value': 2299.0039};Europe;[];1;Marché monétaire EUR;{u'performance_1y': {u'date': u'2017-02-28', u'value': -0.237093348786}, u'performance_ytd': {u'date': u'2017-03-14', u'value': -0.0655289080506}, u'performance_5y': {u'date': u'2017-02-28', u'value': 0.341431376827}, u'performance_3y': {u'date': u'2017-02-28', u'value': -0.111477959416}};;BNPCVST FP;FR0007496047;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/marche-monetaire-eur/bnp-paribas-cash-invest-classic-c-fr0007496047
31;[None];Obligations convertibles;{u'date': u'2017-03-13', u'value': 313667494.25};{u'date': u'2017-03-13', u'value': 179281918.45};Euro;[BNPCVEU FP];{u'isin': u'FR0010028761', u'bloomberg': u'BNPCVEU FP', u'apir': None};1688;Euro;4516;{u'type': u'isin', u'value': u'FR0010028761'};FR0010028761;BNP PARIBAS CONVERTIBLES EUROPE [CLASSIC, C];Convertible Bonds;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/9238c3d0-cb2b-4f01-8085-39939a4209f9/1024', u'extension': u'pdf'};[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0010028761];[FR0010028761];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS CONVERTIBLES EUROPE;{u'date': u'2017-03-13', u'value': 65.5};{u'date': u'2017-03-13', u'value': 65.5};Europe;[];4;Obligations convertibles européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 4.48330683625}, u'performance_ytd': {u'date': u'2017-03-13', u'value': -0.0457805585228}, u'performance_5y': {u'date': u'2017-02-28', u'value': 27.1179883946}, u'performance_3y': {u'date': u'2017-02-28', u'value': 7.08815382109}};;BNPCVEU FP;FR0010028761;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-convertibles-europeennes/bnp-paribas-convertibles-europe-classic-c-fr0010028761
32;[None];Diversifié;{u'date': u'2017-03-10', u'value': 731198517.34};{u'date': u'2017-03-10', u'value': 731198517.34};Euro;[BNPCVCL FP];{u'isin': u'FR0012088870', u'bloomberg': u'BNPCVCL FP', u'apir': None};17455;Euro;17456;{u'type': u'isin', u'value': u'FR0012088870'};FR0012088870;BNP PARIBAS CONVICTIONS [A, C];Balanced;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/d5ce5b48-a84f-4562-a4df-efcef8ad61c9/512', u'extension': u'pdf'};[DOC_FLYERP, DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0012088870];[FR0012088870];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS CONVICTIONS;{u'date': u'2017-03-10', u'value': 108.99};{u'date': u'2017-03-10', u'value': 108.99};Monde;[];4;Diversifié Monde;{u'performance_1y': {u'date': u'2017-02-28', u'value': 8.86050886051}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 1.92649396802}};;BNPCVCL FP;FR0012088870;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/diversifie-monde/bnp-paribas-convictions-a-c-fr0012088870
33;[None];Marché monétaire;{u'date': u'2017-03-13', u'value': 218697389.23};{u'date': u'2017-03-13', u'value': 218697389.23};Euro;[BPNCTAS FP];{u'isin': u'FR0011176841', u'bloomberg': u'BPNCTAS FP', u'apir': None};7476;Euro;7479;{u'type': u'isin', u'value': u'FR0011176841'};FR0011176841;BNP PARIBAS COURT TERME ASSURANCE [CLASSIC, C];Money Market;;[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0011176841];[FR0011176841];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};BNP PARIBAS COURT TERME ASSURANCE;{u'date': u'2017-03-13', u'value': 1005.4};{u'date': u'2017-03-13', u'value': 1005.4};Monde;[];1;Autres marchés monétaires;{u'performance_1y': {u'date': u'2017-02-28', u'value': -0.23712434642}, u'performance_ytd': {u'date': u'2017-03-13', u'value': -0.0636157608048}, u'performance_5y': {u'date': u'2017-02-28', u'value': 0.382353822041}, u'performance_3y': {u'date': u'2017-02-28', u'value': -0.113245783085}};;BPNCTAS FP;FR0011176841;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/autres-marches-monetaires/bnp-paribas-court-terme-assurance-classic-c-fr0011176841
34;[None, None];Produits de taux;{u'date': u'2017-03-13', u'value': 112857075.93};{u'date': u'2017-03-13', u'value': 1000.43};Euro;[None, None];{u'isin': u'FR0013230232', u'bloomberg': None, u'apir': None};20705;Euro;22432;{u'type': u'isin', u'value': u'FR0013230232'};FR0013230232;BNP PARIBAS CREDIT 12 M [CLASSIC, C];Fixed Income;;[DOC_FP, DOC_REPS, DOC_KIID];[FR0013230232, FR0013230216];[FR0013230232, FR0013230216];THEAM;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS CREDIT 12 M;{u'date': u'2017-03-13', u'value': 1000.43};{u'date': u'2017-03-13', u'value': 1000.43};Europe;[];2;Obligations européennes;;;;FR0013230232;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-europeennes/bnp-paribas-credit-12-m-classic-c-fr0013230232
35;[None, None];Produits de taux;{u'date': u'2017-03-13', u'value': 328628630.97};{u'date': u'2017-03-13', u'value': 134615047.21};Euro;[BPDMTPE FP, BPDMTIH FP];{u'isin': u'FR0011576610', u'bloomberg': u'BPDMTPE FP', u'apir': None};14302;Euro;14331;{u'type': u'isin', u'value': u'FR0011576610'};FR0011576610;BNP PARIBAS DEPOSIT MOYEN TERME PLUS [CLASSIC, C];Fixed Income;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/0a60f104-a667-415c-966b-3e300aafcd98/512', u'extension': u'pdf'};[DOC_FLYERP, DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_FACTSHEET, None];[FR0012688430, FR0011576610];[FR0012688430, FR0011576610];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS DEPOSIT MOYEN TERME PLUS;{u'date': u'2017-03-13', u'value': 5097.3};{u'date': u'2017-03-13', u'value': 5097.3};Europe;[];1;Obligations européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 0.122707336132}, u'performance_ytd': {u'date': u'2017-03-13', u'value': -0.0488255398751}, u'performance_3y': {u'date': u'2017-02-28', u'value': 1.62632571153}};;BPDMTPE FP;FR0011576610;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-europeennes/bnp-paribas-deposit-moyen-terme-plus-classic-c-fr0011576610
36;[None];Marché monétaire;{u'date': u'2017-03-14', u'value': 712790539.55};{u'date': u'2017-03-14', u'value': 87204249.07};Dollar;[BNPDUSP FP];{u'isin': u'FR0011362102', u'bloomberg': u'BNPDUSP FP', u'apir': None};11475;Dollar;11477;{u'type': u'isin', u'value': u'FR0011362102'};FR0011362102;BNP PARIBAS DEPOSIT USD [CLASSIC, C];Money Market;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/082c5cb9-77e2-41a2-a7af-b630cfed9761/512', u'extension': u'pdf'};[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_FACTSHEET];[FR0011362102];[FR0011362102];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS DEPOSIT USD;{u'date': u'2017-03-14', u'value': 1027.9483};{u'date': None, u'value': None};Amérique du Nord;[];1;Marché monétaire USD;{u'performance_1y': {u'date': u'2017-02-28', u'value': 0.878521523286}, u'performance_ytd': {u'date': u'2017-03-14', u'value': 0.230043418952}, u'performance_3y': {u'date': u'2017-02-28', u'value': 1.95149879442}};;BNPDUSP FP;FR0011362102;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/marche-monetaire-usd/bnp-paribas-deposit-usd-classic-c-fr0011362102
37;[None];Marché monétaire;{u'date': u'2017-03-14', u'value': 17850078828.2};{u'date': u'2017-03-14', u'value': 3915084793.23};Euro;[BNPDEPP FP];{u'isin': u'FR0011046085', u'bloomberg': u'BNPDEPP FP', u'apir': None};6375;Euro;6378;{u'type': u'isin', u'value': u'FR0011046085'};FR0011046085;BNP PARIBAS DEPOSIT [CLASSIC, C];Money Market;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/f18a4732-395e-42f1-90fa-e0c609da62d5/512', u'extension': u'pdf'};[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_IPTM];[FR0011046085];[FR0011046085];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS DEPOSIT;{u'date': u'2017-03-14', u'value': 1023.1828};{u'date': u'2017-03-14', u'value': 1023.1828};Europe;[];1;Marché monétaire EUR;{u'performance_1y': {u'date': u'2017-02-28', u'value': 0.00714488667051}, u'performance_ytd': {u'date': u'2017-03-14', u'value': 0.000205242338836}, u'performance_5y': {u'date': u'2017-02-28', u'value': 1.27610884004}, u'performance_3y': {u'date': u'2017-02-28', u'value': 0.393692906974}};;BNPDEPP FP;FR0011046085;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/marche-monetaire-eur/bnp-paribas-deposit-classic-c-fr0011046085
38;[None];Actions;{u'date': u'2017-03-13', u'value': 1160808460.6};{u'date': u'2017-03-13', u'value': 1065278167.26};Euro;[BNPAPSA FP];{u'isin': u'FR0010077412', u'bloomberg': u'BNPAPSA FP', u'apir': None};1657;Euro;4446;{u'type': u'isin', u'value': u'FR0010077412'};FR0010077412;BNP PARIBAS DEVELOPPEMENT HUMAIN [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/a4f196d6-723c-4280-89a8-d03352a965d8/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYER-BPF, DOC_FLYERP, DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_TRANSPARENCY, DOC_XFR, DOC_FACTSHEET, DOC_KIID];[FR0010077412];[FR0010077412];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};BNP PARIBAS DEVELOPPEMENT HUMAIN;{u'date': u'2017-03-13', u'value': 155.28};{u'date': u'2017-03-13', u'value': 155.28};Europe;[ISR];5;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 7.24303956458}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 4.29876410532}, u'performance_5y': {u'date': u'2017-02-28', u'value': 66.8729641694}, u'performance_3y': {u'date': u'2017-02-28', u'value': 19.8456019963}};;BNPAPSA FP;FR0010077412;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-developpement-humain-classic-c-fr0010077412
