;apir_codes;asset_class;aum_comp;aum_share;base_currency;bloomberg_codes;codes;compart_id;currency;default_fundshare_id;default_share_code;default_share_isin_code;default_share_name;eng_asset_class;factsheet;has_docs;isin_codes;main_codes;management_company;moodys_timed;morning_star;morning_star_timed;name;nav;nav_euro;region;showcases;srri_risk;sub_asset_class;timed_performances;apir;bloomberg;isin;url
52;[None, None, None];Actions;{u'date': u'2017-03-09', u'value': 1120651701.59};{u'date': u'2017-03-09', u'value': 407373853.19};Euro;[ETBB GR Equity, ETDD GR Equity, ETCC FP Equity];{u'isin': u'FR0012739431', u'bloomberg': u'ETDD GR Equity', u'apir': None};18014;Euro;18016;{u'type': u'isin', u'value': u'FR0012739431'};FR0012739431;BNP PARIBAS EASY EURO STOXX 50 UCITS ETF [EUR C, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/90b99bb5-8e1d-49c5-9e5c-1938a7dd8df5/512', u'extension': u'pdf'};[DOC_FP, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[FR0012739431, FR0012740975, FR0012740983];[FR0012739431, FR0012740975, FR0012740983];THEAM;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS EASY EURO STOXX 50 UCITS ETF;{u'date': u'2017-03-09', u'value': 51.2855};{u'date': u'2017-03-09', u'value': 51.2855};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 16.5307041806}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 3.84244692009}, u'performance_5y': {u'date': u'2017-02-28', u'value': 57.300754604}, u'performance_3y': {u'date': u'2017-02-28', u'value': 16.0674389787}};;ETDD GR Equity;FR0012739431;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-euro-stoxx-50-ucits-etf-eur-c-c-fr0012739431
53;[None];Actions;{u'date': u'2017-03-09', u'value': 160425013.79};{u'date': u'2017-03-09', u'value': 160425013.79};Euro;[EEP FP];{u'isin': u'LU1291091228', u'bloomberg': u'EEP FP', u'apir': None};19790;Euro;19796;{u'type': u'isin', u'value': u'LU1291091228'};LU1291091228;BNP PARIBAS EASY FTSE EPRA/NAREIT DEVELOPED EUROPE [UCITS ETF QD, D];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/7941ef6a-4a8e-4cba-b1a0-f0b13c82b9eb/512', u'extension': u'pdf'};[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291091228];[LU1291091228];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};BNP PARIBAS EASY FTSE EPRA/NAREIT DEVELOPED EUROPE;{u'date': u'2017-03-09', u'value': 194.3474};{u'date': u'2017-03-09', u'value': 194.3474};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 4.18138031144}, u'performance_ytd': {u'date': u'2017-03-09', u'value': -0.667672944537}, u'performance_5y': {u'date': u'2017-02-28', u'value': 86.6763805637}, u'performance_3y': {u'date': u'2017-02-28', u'value': 30.1163680426}};;EEP FP;LU1291091228;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-ftse-epra-nareit-developed-europe-ucits-etf-qd-d-lu1291091228
54;[None, None];Actions;{u'date': u'2017-03-10', u'value': 494938929.92};{u'date': u'2017-03-10', u'value': 257019000.65};Euro;[EEA FP Equity, EEEG GR];{u'isin': u'LU0192223062', u'bloomberg': u'EEEG GR', u'apir': None};19708;Euro;19711;{u'type': u'isin', u'value': u'LU0192223062'};LU0192223062;BNP PARIBAS EASY FTSE EPRA/NAREIT EUROZONE CAPPED [UCITS ETF QD, D];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/aef37366-5bf8-4554-a1a9-d8a84181f5ec/512', u'extension': u'pdf'};[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0192223062, LU0950381748];[LU0192223062, LU0950381748];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};BNP PARIBAS EASY FTSE EPRA/NAREIT EUROZONE CAPPED;{u'date': u'2017-03-10', u'value': 223.448};{u'date': u'2017-03-10', u'value': 223.448};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 8.6588334686}, u'performance_ytd': {u'date': u'2017-03-09', u'value': -0.878841640285}, u'performance_5y': {u'date': u'2017-02-28', u'value': 87.5395440915}, u'performance_3y': {u'date': u'2017-02-28', u'value': 39.7968138072}};;EEEG GR;LU0192223062;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-ftse-epra-nareit-eurozone-capped-ucits-etf-qd-d-lu0192223062
55;[None, None];Produits de taux;{u'date': u'2017-03-10', u'value': 169486423.55};{u'date': u'2017-03-10', u'value': 48712578.17};Dollar;[JPMGDTH LX, JPMGDTC LX];{u'isin': u'LU1291092119', u'bloomberg': u'JPMGDTH LX', u'apir': None};19847;Euro;19853;{u'type': u'isin', u'value': u'LU1291092119'};LU1291092119;BNP PARIBAS EASY JPM EMBI GLOBAL DIVERSIFIED COMPOSITE [TRACK PRIVILEGE H EUR, C];Fixed Income;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1291091814, LU1291092119];[LU1291091814, LU1291092119];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS EASY JPM EMBI GLOBAL DIVERSIFIED COMPOSITE;{u'date': u'2017-03-10', u'value': 106.8};{u'date': u'2017-03-10', u'value': 106.8};Monde;[];4;Obligations internationales;{u'performance_ytd': {u'date': u'2017-03-09', u'value': 1.69717772693}};;JPMGDTH LX;LU1291092119;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/bnp-paribas-easy-jpm-embi-global-diversified-composite-track-privilege-h-eur-c-lu1291092119
56;[None];Produits de taux;{u'date': u'2017-03-10', u'value': 596844113.46};{u'date': u'2017-03-10', u'value': 2967300.74};Euro;[BNJPTPC LX];{u'isin': u'LU1291092978', u'bloomberg': u'BNJPTPC LX', u'apir': None};19848;Euro;19859;{u'type': u'isin', u'value': u'LU1291092978'};LU1291092978;BNP PARIBAS EASY JPM GBI EMU [TRACK PRIVILEGE, C];Fixed Income;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1291092978];[LU1291092978];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};BNP PARIBAS EASY JPM GBI EMU;{u'date': u'2017-03-10', u'value': 122.69};{u'date': u'2017-03-10', u'value': 122.69};Monde;[];3;Obligations internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': -0.723773164718}, u'performance_ytd': {u'date': u'2017-03-09', u'value': -2.18357948229}, u'performance_3y': {u'date': u'2017-02-28', u'value': 14.0221065132}};;BNJPTPC LX;LU1291092978;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/bnp-paribas-easy-jpm-gbi-emu-track-privilege-c-lu1291092978
57;[None];Produits de taux;{u'date': u'2017-03-10', u'value': 15396884.08};{u'date': u'2017-03-10', u'value': 3878309.27};Euro;[BNJGGTP LX];{u'isin': u'LU1291093604', u'bloomberg': u'BNJGGTP LX', u'apir': None};19964;Euro;19969;{u'type': u'isin', u'value': u'LU1291093604'};LU1291093604;BNP PARIBAS EASY JPM GBI GLOBAL EX EMU HEDGED EUR [TRACK PRIVILEGE, C];Fixed Income;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1291093604];[LU1291093604];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};5;{u'date': u'2017-03-08', u'value': u'5'};BNP PARIBAS EASY JPM GBI GLOBAL EX EMU HEDGED EUR;{u'date': u'2017-03-10', u'value': 92.14};{u'date': u'2017-03-10', u'value': 92.14};Monde;[];4;Obligations internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': -1.91639465094}, u'performance_ytd': {u'date': u'2017-03-09', u'value': -0.796555435953}, u'performance_3y': {u'date': u'2017-02-28', u'value': 12.7041742287}};;BNJGGTP LX;LU1291093604;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/bnp-paribas-easy-jpm-gbi-global-ex-emu-hedged-eur-track-privilege-c-lu1291093604
58;[None];Actions;{u'date': u'2017-03-09', u'value': 53359830.85};{u'date': u'2017-03-09', u'value': 53359830.85};Euro;[ECN FP];{u'isin': u'FR0010655597', u'bloomberg': u'ECN FP', u'apir': None};1342;Euro;3565;{u'type': u'isin', u'value': u'FR0010655597'};FR0010655597;BNP PARIBAS EASY LOW CARBON 100 EUROPE UCITS ETF [CLASSIQUE, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/02303fe0-b734-4337-a6e6-91fa383527b0/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[FR0010655597];[FR0010655597];THEAM;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};BNP PARIBAS EASY LOW CARBON 100 EUROPE UCITS ETF;{u'date': u'2017-03-09', u'value': 147.857};{u'date': u'2017-03-09', u'value': 147.857};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 12.5034796361}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 4.13520807744}, u'performance_5y': {u'date': u'2017-02-28', u'value': 58.4597372074}, u'performance_3y': {u'date': u'2017-02-28', u'value': 16.0994506089}};;ECN FP;FR0010655597;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-low-carbon-100-europe-ucits-etf-classique-c-fr0010655597
59;[None, None];Produits de taux;{u'date': u'2017-03-10', u'value': 276309385.83};{u'date': u'2017-03-10', u'value': 14485900.11};Euro;[BNMIETP LX, ELQC FP];{u'isin': u'LU1291094321', u'bloomberg': u'BNMIETP LX', u'apir': None};19849;Euro;19927;{u'type': u'isin', u'value': u'LU1291094321'};LU1291094321;BNP PARIBAS EASY MARKIT IBOXX EUR LIQUID CORPORATES [TRACK PRIVILEGE, C];Fixed Income;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1291094321, LU1481202775];[LU1291094321, LU1481202775];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS EASY MARKIT IBOXX EUR LIQUID CORPORATES;{u'date': u'2017-03-10', u'value': 107.87};{u'date': u'2017-03-10', u'value': 107.87};Monde;[];3;Obligations internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 3.00801508722}, u'performance_ytd': {u'date': u'2017-03-09', u'value': -0.496323529412}, u'performance_3y': {u'date': u'2017-02-28', u'value': 8.95671254738}};;BNMIETP LX;LU1291094321;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/bnp-paribas-easy-markit-iboxx-eur-liquid-corporates-track-privilege-c-lu1291094321
60;[None];Produits de taux;{u'date': u'2017-03-09', u'value': 34635620.12};{u'date': u'2017-03-09', u'value': 32733686.66};Dollar;[BNMPRHE LX];{u'isin': u'LU1291096375', u'bloomberg': u'BNMPRHE LX', u'apir': None};19966;Euro;19982;{u'type': u'isin', u'value': u'LU1291096375'};LU1291096375;BNP PARIBAS EASY MARKIT IBOXX GLOBAL DEVELOPED MARKETS LIQUID 100 HIGH YIELD CAPPED TRACK PRIVILEGE RH EUR CAPITALISATION;Fixed Income;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1291096375];[LU1291096375];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS EASY MARKIT IBOXX GLOBAL DEVELOPED MARKETS LIQUID 100 HIGH YIELD CAPPED (USD HEDGED);{u'date': u'2017-03-09', u'value': 104.87};{u'date': u'2017-03-09', u'value': 104.87};Monde;[];4;Obligations internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 13.0042462845}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 0.826843572733}};;BNMPRHE LX;LU1291096375;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/bnp-paribas-easy-markit-iboxx-global-developed-markets-liquid-100-high-yield-capped-track-privilege-rh-eur-capitalisationlu1291096375
61;[None];Produits de taux;{u'date': u'2017-03-09', u'value': 148529499.64};{u'date': u'2017-03-09', u'value': 148529499.64};Euro;[ISM FP Equity];{u'isin': u'FR0010276949', u'bloomberg': u'ISM FP Equity', u'apir': None};1532;Euro;4035;{u'type': u'isin', u'value': u'FR0010276949'};FR0010276949;BNP PARIBAS EASY MARKIT IBOXX® € LIQUID SOVEREIGNS UCITS ETF [CLASSIQUE, C];Fixed Income;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/0a56e99d-9a9c-4b8d-a456-4ef873a4f8c9/512', u'extension': u'pdf'};[DOC_FP, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[FR0010276949];[FR0010276949];THEAM;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};BNP PARIBAS EASY MARKIT IBOXX® € LIQUID SOVEREIGNS UCITS ETF;{u'date': u'2017-03-09', u'value': 228.6835};{u'date': u'2017-03-09', u'value': 228.6835};Monde;[];3;Obligations internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': -1.47667272496}, u'performance_ytd': {u'date': u'2017-03-09', u'value': -3.01045543842}, u'performance_5y': {u'date': u'2017-02-28', u'value': 27.9780831048}, u'performance_3y': {u'date': u'2017-02-28', u'value': 13.8065400536}};;ISM FP Equity;FR0010276949;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/bnp-paribas-easy-markit-iboxx-liquid-sovereigns-ucits-etf-classique-c-fr0010276949
62;[None, None, None];Actions;{u'date': u'2017-03-09', u'value': 86591148.83};{u'date': u'2017-03-09', u'value': 136330.87};Dollar;[BNMEMTP LX, EEMK FP, BNMEMTX LX];{u'isin': u'LU1291097340', u'bloomberg': u'BNMEMTX LX', u'apir': None};19963;Dollar;19992;{u'type': u'isin', u'value': u'LU1291097340'};LU1291097340;BNP PARIBAS EASY MSCI EMERGING MARKETS EX CONTROVERSIAL WEAPONS [TRACK CLASSIC, C];Equity;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291097779, LU1291097423, LU1291097340];[LU1291097779, LU1291097423, LU1291097340];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};BNP PARIBAS EASY MSCI EMERGING MARKETS EX CONTROVERSIAL WEAPONS;{u'date': u'2017-03-09', u'value': 80.041};{u'date': u'2017-03-09', u'value': 75.65};Pays émergents;[];6;Actions émergentes;{u'performance_1y': {u'date': u'2017-02-24', u'value': 28.3331765444}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 6.8655305559}, u'performance_5y': {u'date': u'2017-02-24', u'value': -10.5747842238}, u'performance_3y': {u'date': u'2017-02-24', u'value': -1.6096886645}};;BNMEMTX LX;LU1291097340;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-emergentes/bnp-paribas-easy-msci-emerging-markets-ex-controversial-weapons-track-classic-c-lu1291097340
63;[None];Actions;{u'date': u'2017-03-09', u'value': 11562932.76};{u'date': u'2017-03-09', u'value': 1249544.68};Dollar;[EMSR FP];{u'isin': u'LU1291098314', u'bloomberg': u'EMSR FP', u'apir': None};19734;Dollar;19739;{u'type': u'isin', u'value': u'LU1291098314'};LU1291098314;BNP PARIBAS EASY MSCI EMERGING MARKETS SRI [UCITS ETF, C];Equity;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1291098314];[LU1291098314];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS EASY MSCI EMERGING MARKETS SRI;{u'date': u'2017-03-09', u'value': 103.6193};{u'date': u'2016-07-25', u'value': 91.1};Pays émergents;[];6;Actions émergentes;{};;EMSR FP;LU1291098314;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-emergentes/bnp-paribas-easy-msci-emerging-markets-sri-ucits-etf-c-lu1291098314
64;[None, None];Actions;{u'date': u'2017-03-09', u'value': 124368725.73};{u'date': u'2017-03-09', u'value': 25433275.35};Euro;[EEMU FP, MSECWTP LX];{u'isin': u'LU1291098660', u'bloomberg': u'MSECWTP LX', u'apir': None};19837;Euro;19871;{u'type': u'isin', u'value': u'LU1291098660'};LU1291098660;BNP PARIBAS EASY MSCI EMU EX CONTROVERSIAL WEAPONS [TRACK PRIVILEGE, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/fc3f0048-b959-4e08-8012-c006f435a45a/512', u'extension': u'pdf'};[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291098660, LU1291098827];[LU1291098660, LU1291098827];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};BNP PARIBAS EASY MSCI EMU EX CONTROVERSIAL WEAPONS;{u'date': u'2017-03-09', u'value': 167.71};{u'date': u'2017-03-09', u'value': 167.71};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 17.2205535293}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 3.96042672684}, u'performance_3y': {u'date': u'2017-02-28', u'value': 19.7731092437}};;MSECWTP LX;LU1291098660;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-msci-emu-ex-controversial-weapons-track-privilege-c-lu1291098660
65;[None, None, None];Actions;{u'date': u'2017-03-09', u'value': 578708549.98};{u'date': u'2017-03-09', u'value': 75660252.81};Euro;[BNMEXTC LX, BNMETPC LX, EEUE FP];{u'isin': u'LU1291099395', u'bloomberg': u'BNMEXTC LX', u'apir': None};19838;Euro;19875;{u'type': u'isin', u'value': u'LU1291099395'};LU1291099395;BNP PARIBAS EASY MSCI EUROPE EX CONTROVERSIAL WEAPONS [TRACK CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/d7cfe755-6884-4fb6-9769-ec0965d1d5e6/512', u'extension': u'pdf'};[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291099395, LU1291099478, LU1291099718];[LU1291099395, LU1291099478, LU1291099718];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS EASY MSCI EUROPE EX CONTROVERSIAL WEAPONS;{u'date': u'2017-03-09', u'value': 143.9767};{u'date': u'2017-03-09', u'value': 143.9767};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 13.8889154705}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 3.21598500832}, u'performance_5y': {u'date': u'2017-02-28', u'value': 49.1558224543}, u'performance_3y': {u'date': u'2017-02-28', u'value': 14.9707776526}};;BNMEXTC LX;LU1291099395;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-msci-europe-ex-controversial-weapons-track-classic-c-lu1291099395
66;[None, None, None];Actions;{u'date': u'2017-03-09', u'value': 21787342.43};{u'date': u'2017-03-09', u'value': 764206.04};Euro;[BNMEETC LX, BNMEETP LX, EEXU FP];{u'isin': u'LU1291100151', u'bloomberg': u'BNMEETC LX', u'apir': None};19839;Euro;19882;{u'type': u'isin', u'value': u'LU1291100151'};LU1291100151;BNP PARIBAS EASY MSCI EUROPE EX UK EX CONTROVERSIAL WEAPONS [TRACK CLASSIC, C];Equity;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291100409, LU1291100664, LU1291100151];[LU1291100409, LU1291100664, LU1291100151];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS EASY MSCI EUROPE EX UK EX CONTROVERSIAL WEAPONS;{u'date': u'2017-03-09', u'value': 121.439};{u'date': u'2017-03-09', u'value': 121.439};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 15.0488251156}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 4.11401195469}, u'performance_5y': {u'date': u'2017-02-28', u'value': 68.9769448373}, u'performance_3y': {u'date': u'2017-02-28', u'value': 25.5561744614}};;BNMEETC LX;LU1291100151;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-msci-europe-ex-uk-ex-controversial-weapons-track-classic-c-lu1291100151
67;[None, None];Actions;{u'date': u'2017-03-09', u'value': 5784475.22};{u'date': u'2017-03-09', u'value': 1222597.18};Euro;[EESM FP, BNMSCTP LX];{u'isin': u'LU1291101126', u'bloomberg': u'BNMSCTP LX', u'apir': None};19840;Euro;19890;{u'type': u'isin', u'value': u'LU1291101126'};LU1291101126;BNP PARIBAS EASY MSCI EUROPE SMALL CAPS EX CONTROVERSIAL WEAPONS [TRACK PRIVILEGE, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/65761df4-e036-43b7-a85d-d212b8c68980/512', u'extension': u'pdf'};[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291101126, LU1291101555];[LU1291101126, LU1291101555];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS EASY MSCI EUROPE SMALL CAPS EX CONTROVERSIAL WEAPONS;{u'date': u'2017-03-09', u'value': 197.2126};{u'date': u'2017-03-09', u'value': 197.2126};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 15.387208348}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 4.56171716272}, u'performance_3y': {u'date': u'2017-02-28', u'value': 29.415148925}};;BNMSCTP LX;LU1291101126;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-msci-europe-small-caps-ex-controversial-weapons-track-privilege-c-lu1291101126
68;[None, None, None];Actions;{u'date': u'2017-03-09', u'value': 269312429.07};{u'date': u'2017-03-09', u'value': 114257.12};Euro;[EJAP FP, BNMJXTC LX, BNMJTPC LX];{u'isin': u'LU1291101985', u'bloomberg': u'BNMJXTC LX', u'apir': None};19841;Euro;19896;{u'type': u'isin', u'value': u'LU1291101985'};LU1291101985;BNP PARIBAS EASY MSCI JAPAN EX CONTROVERSIAL WEAPONS TRACK CLASSIC CAPITALISATION;Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/4ed1c978-797d-4443-b9c7-1c512d03a8f5/512', u'extension': u'pdf'};[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291101985, LU1291102447, LU1291102108];[LU1291101985, LU1291102447, LU1291102108];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS EASY MSCI JAPAN EX CONTROVERSIAL WEAPONS;{u'date': u'2017-03-09', u'value': 125.0992};{u'date': u'2017-03-09', u'value': 125.0992};Monde;[];6;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 21.7039568692}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 2.84244863599}, u'performance_5y': {u'date': u'2017-02-28', u'value': 67.9695721499}, u'performance_3y': {u'date': u'2017-02-28', u'value': 48.4776838149}};;BNMJXTC LX;LU1291101985;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/bnp-paribas-easy-msci-japan-ex-controversial-weapons-track-classic-capitalisationlu1291101985
